0.000000000000000000e+00,8.322782993541700591e+00
0.000000000000000000e+00,1.990725493596055173e+01
0.000000000000000000e+00,2.218394711109702655e+01
0.000000000000000000e+00,1.899189353433573046e+01
0.000000000000000000e+00,2.519640584574040076e+01
0.000000000000000000e+00,1.865543494419338444e+01
0.000000000000000000e+00,1.752407737691031642e+01
0.000000000000000000e+00,1.732492755895003356e+01
0.000000000000000000e+00,2.883898700695009865e+01
0.000000000000000000e+00,1.871714681805257285e+01
0.000000000000000000e+00,1.650124210539797787e+01
0.000000000000000000e+00,1.910548577142798976e+01
0.000000000000000000e+00,2.198337744251021775e+01
0.000000000000000000e+00,1.683426691485205140e+01
0.000000000000000000e+00,1.872419994686713451e+01
0.000000000000000000e+00,2.198719797339326476e+01
0.000000000000000000e+00,2.224709169244774642e+01
0.000000000000000000e+00,2.192485121832617878e+01
0.000000000000000000e+00,2.232901010290219901e+01
0.000000000000000000e+00,3.490920711500619689e+01
0.000000000000000000e+00,2.918542170977831063e+01
0.000000000000000000e+00,2.568020999884403821e+01
0.000000000000000000e+00,2.693433514881989765e+01
0.000000000000000000e+00,2.657930887257604624e+01
0.000000000000000000e+00,2.354136841234582889e+01
0.000000000000000000e+00,2.790101319554455017e+01
0.000000000000000000e+00,3.051199078841399270e+01
0.000000000000000000e+00,3.753511155381139730e+01
0.000000000000000000e+00,3.301920178603800338e+01
0.000000000000000000e+00,3.074445580342609929e+01
0.000000000000000000e+00,2.876759321769036504e+01
0.000000000000000000e+00,2.950020292321673310e+01
0.000000000000000000e+00,2.909567954703669912e+01
0.000000000000000000e+00,2.951466763683823302e+01
0.000000000000000000e+00,3.014949229576987477e+01
0.000000000000000000e+00,3.066802296943442485e+01
0.000000000000000000e+00,3.076739126037752214e+01
0.000000000000000000e+00,3.154491105217157099e+01
0.000000000000000000e+00,3.187942126250327135e+01
0.000000000000000000e+00,3.178098854367284432e+01
0.000000000000000000e+00,3.653486047443740858e+01
0.000000000000000000e+00,3.267192861580794272e+01
0.000000000000000000e+00,3.320631388954836893e+01
0.000000000000000000e+00,3.407422669278004435e+01
0.000000000000000000e+00,3.357907830031670926e+01
0.000000000000000000e+00,3.566346877439641361e+01
0.000000000000000000e+00,3.458535563387466283e+01
0.000000000000000000e+00,3.477225652866746231e+01
0.000000000000000000e+00,3.543593372423177357e+01
0.000000000000000000e+00,3.641045479724829903e+01
0.000000000000000000e+00,3.667120246643736436e+01
0.000000000000000000e+00,3.631713477964753167e+01
0.000000000000000000e+00,3.753238149009798974e+01
0.000000000000000000e+00,3.722326642157674570e+01
0.000000000000000000e+00,3.756662707757716646e+01
0.000000000000000000e+00,3.794774040941731386e+01
0.000000000000000000e+00,3.901001384218720602e+01
0.000000000000000000e+00,3.901945387535549514e+01
0.000000000000000000e+00,3.901551849967921015e+01
0.000000000000000000e+00,3.882111290478131593e+01
1.000000000000000000e+00,3.882863200293027717e+01
1.000000000000000000e+00,4.088335850663550985e+01
1.000000000000000000e+00,3.970759620071583385e+01
1.000000000000000000e+00,3.947571501215941225e+01
1.000000000000000000e+00,4.094569246640736537e+01
1.000000000000000000e+00,4.055893513552665297e+01
1.000000000000000000e+00,4.092019800702437493e+01
1.000000000000000000e+00,4.056642388303544777e+01
1.000000000000000000e+00,4.225711880612347926e+01
1.000000000000000000e+00,4.212568232186388428e+01
1.000000000000000000e+00,4.152907965972249826e+01
